CIDADE,QTD,NM_MUNICIPIO,QT_VOTOS,SCORE_OPORTUNIDADE,SCORE_DENTISTAS,SCORE_VOTOS_PL,SCORE_ROI,SCORE_FINAL,TIER,EXPLICACAO,CIDADE_NORM,mesorregiao-nome_x,regiao-intermediaria-nome,DELEGACIA_CRO,mesorregiao-nome_y,microrregiao-nome
MARIA DA FÉ,50.0,MARIA DA FÉ,9950,248.75,6.79,7.35,10.0,7.79,B,"Dentistas: 50 → score 6.79 | Votos PL/Nikolas: 9,950 → score 7.35 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MARIA DA FÉ,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Itajubá
RIO CASCA,62.0,RIO CASCA,7992,247.752,7.27,6.77,10.0,7.78,B,"Dentistas: 62 → score 7.27 | Votos PL/Nikolas: 7,992 → score 6.77 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",RIO CASCA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Ponte Nova
MARTINHO CAMPOS,57.0,MARTINHO CAMPOS,8621,245.6985,7.03,6.96,10.0,7.75,B,"Dentistas: 57 → score 7.03 | Votos PL/Nikolas: 8,621 → score 6.96 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MARTINHO CAMPOS,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Bom Despacho
JEQUERI,62.0,JEQUERI,7701,238.731,7.27,6.54,10.0,7.7,B,"Dentistas: 62 → score 7.27 | Votos PL/Nikolas: 7,701 → score 6.54 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",JEQUERI,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Ponte Nova
MANGA,42.0,MANGA,11367,238.707,6.31,7.65,2.0,5.7,B,"Dentistas: 42 → score 6.31 | Votos PL/Nikolas: 11,367 → score 7.65 | ROI: município pequeno → score 2.0",MANGA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Januária
JURUAIA,64.0,JURUAIA,7366,235.712,7.35,6.4,10.0,7.68,B,"Dentistas: 64 → score 7.35 | Votos PL/Nikolas: 7,366 → score 6.4 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",JURUAIA,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,São Sebastião do Paraíso
PIRANGA,48.0,PIRANGA,9763,234.312,6.73,7.31,2.0,5.75,B,"Dentistas: 48 → score 6.73 | Votos PL/Nikolas: 9,763 → score 7.31 | ROI: município pequeno → score 2.0",PIRANGA,Zona da Mata,Barbacena,Juiz de Fora,Zona da Mata,Viçosa
BOTELHOS,48.0,BOTELHOS,9757,234.168,6.73,7.3,2.0,5.75,B,"Dentistas: 48 → score 6.73 | Votos PL/Nikolas: 9,757 → score 7.3 | ROI: município pequeno → score 2.0",BOTELHOS,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Poços de Caldas
TEIXEIRAS,56.0,TEIXEIRAS,8351,233.82800000000003,6.99,6.88,10.0,7.7,B,"Dentistas: 56 → score 6.99 | Votos PL/Nikolas: 8,351 → score 6.88 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",TEIXEIRAS,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Viçosa
LAGOA DOURADA,53.0,LAGOA DOURADA,8634,228.801,6.89,6.97,10.0,7.7,B,"Dentistas: 53 → score 6.89 | Votos PL/Nikolas: 8,634 → score 6.97 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",LAGOA DOURADA,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,São João Del Rei
ARINOS,47.0,ARINOS,9646,226.681,6.68,7.28,2.0,5.72,B,"Dentistas: 47 → score 6.68 | Votos PL/Nikolas: 9,646 → score 7.28 | ROI: município pequeno → score 2.0",ARINOS,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Unaí
LADAINHA,57.0,LADAINHA,7905,225.2925,7.03,6.71,10.0,7.66,B,"Dentistas: 57 → score 7.03 | Votos PL/Nikolas: 7,905 → score 6.71 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",LADAINHA,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Teófilo Otoni
CARMO DA MATA,57.0,CARMO DA MATA,7875,224.4375,7.03,6.68,10.0,7.65,B,"Dentistas: 57 → score 7.03 | Votos PL/Nikolas: 7,875 → score 6.68 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CARMO DA MATA,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Oliveira
NOVA PONTE,47.0,NOVA PONTE,9543,224.2605,6.68,7.22,2.0,5.7,B,"Dentistas: 47 → score 6.68 | Votos PL/Nikolas: 9,543 → score 7.22 | ROI: município pequeno → score 2.0",NOVA PONTE,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Araxá
PIRAÚBA,58.0,PIRAÚBA,7620,220.98,7.09,6.5,10.0,7.61,B,"Dentistas: 58 → score 7.09 | Votos PL/Nikolas: 7,620 → score 6.5 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",PIRAÚBA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
ITAPAGIPE,56.0,ITAPAGIPE,7875,220.5,6.99,6.68,10.0,7.63,B,"Dentistas: 56 → score 6.99 | Votos PL/Nikolas: 7,875 → score 6.68 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ITAPAGIPE,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Frutal
RIO PIRACICABA,46.0,RIO PIRACICABA,9550,219.65,6.61,7.23,2.0,5.67,B,"Dentistas: 46 → score 6.61 | Votos PL/Nikolas: 9,550 → score 7.23 | ROI: município pequeno → score 2.0",RIO PIRACICABA,Metropolitana de Belo Horizonte,Ipatinga,Ipatinga,Metropolitana de Belo Horizonte,Itabira
DORES DO INDAIÁ,54.0,DORES DO INDAIÁ,8089,218.403,6.93,6.8,10.0,7.65,B,"Dentistas: 54 → score 6.93 | Votos PL/Nikolas: 8,089 → score 6.8 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",DORES DO INDAIÁ,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Bom Despacho
GOUVEIA,55.0,GOUVEIA,7900,217.25,6.95,6.7,10.0,7.62,B,"Dentistas: 55 → score 6.95 | Votos PL/Nikolas: 7,900 → score 6.7 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",GOUVEIA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Diamantina
ALTO RIO DOCE,56.0,ALTO RIO DOCE,7548,211.344,6.99,6.47,10.0,7.56,B,"Dentistas: 56 → score 6.99 | Votos PL/Nikolas: 7,548 → score 6.47 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ALTO RIO DOCE,Zona da Mata,Barbacena,Juiz de Fora,Zona da Mata,Viçosa
UBAPORANGA,53.0,UBAPORANGA,7924,209.986,6.89,6.73,10.0,7.61,B,"Dentistas: 53 → score 6.89 | Votos PL/Nikolas: 7,924 → score 6.73 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",UBAPORANGA,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Caratinga
CAPINÓPOLIS,47.0,CAPINÓPOLIS,8896,209.056,6.68,7.02,2.0,5.63,B,"Dentistas: 47 → score 6.68 | Votos PL/Nikolas: 8,896 → score 7.02 | ROI: município pequeno → score 2.0",CAPINÓPOLIS,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Ituiutaba
SANTA MARIA DO SUAÇUÍ,53.0,SANTA MARIA DO SUAÇUÍ,7867,208.4755,6.89,6.66,10.0,7.59,B,"Dentistas: 53 → score 6.89 | Votos PL/Nikolas: 7,867 → score 6.66 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SANTA MARIA DO SUAÇUÍ,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Peçanha
PEÇANHA,46.0,PEÇANHA,9038,207.874,6.61,7.08,2.0,5.62,B,"Dentistas: 46 → score 6.61 | Votos PL/Nikolas: 9,038 → score 7.08 | ROI: município pequeno → score 2.0",PEÇANHA,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Peçanha
RIO PARANAÍBA,51.0,RIO PARANAÍBA,8087,206.2185,6.83,6.79,10.0,7.61,B,"Dentistas: 51 → score 6.83 | Votos PL/Nikolas: 8,087 → score 6.79 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",RIO PARANAÍBA,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
RAPOSOS,36.0,RAPOSOS,11226,202.068,5.84,7.62,2.0,5.5,B,"Dentistas: 36 → score 5.84 | Votos PL/Nikolas: 11,226 → score 7.62 | ROI: município pequeno → score 2.0",RAPOSOS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
CALDAS,47.0,CALDAS,8513,200.0555,6.68,6.92,2.0,5.59,B,"Dentistas: 47 → score 6.68 | Votos PL/Nikolas: 8,513 → score 6.92 | ROI: município pequeno → score 2.0",CALDAS,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Poços de Caldas
POTÉ,46.0,POTÉ,8481,195.063,6.61,6.9,2.0,5.56,B,"Dentistas: 46 → score 6.61 | Votos PL/Nikolas: 8,481 → score 6.9 | ROI: município pequeno → score 2.0",POTÉ,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Teófilo Otoni
MONTALVÂNIA,43.0,MONTALVÂNIA,8952,192.468,6.4,7.04,2.0,5.52,B,"Dentistas: 43 → score 6.4 | Votos PL/Nikolas: 8,952 → score 7.04 | ROI: município pequeno → score 2.0",MONTALVÂNIA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Januária
MONTE BELO,45.0,MONTE BELO,8515,191.5875,6.54,6.93,2.0,5.54,B,"Dentistas: 45 → score 6.54 | Votos PL/Nikolas: 8,515 → score 6.93 | ROI: município pequeno → score 2.0",MONTE BELO,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,São Sebastião do Paraíso
BERILO,65.0,BERILO,5838,189.735,7.39,5.58,10.0,7.41,B,"Dentistas: 65 → score 7.39 | Votos PL/Nikolas: 5,838 → score 5.58 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",BERILO,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Capelinha
BRASILÂNDIA DE MINAS,42.0,BRASILÂNDIA DE MINAS,8963,188.223,6.31,7.05,2.0,5.49,B,"Dentistas: 42 → score 6.31 | Votos PL/Nikolas: 8,963 → score 7.05 | ROI: município pequeno → score 2.0",BRASILÂNDIA DE MINAS,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Paracatu
RIO VERMELHO,58.0,RIO VERMELHO,6442,186.818,7.09,5.94,10.0,7.42,B,"Dentistas: 58 → score 7.09 | Votos PL/Nikolas: 6,442 → score 5.94 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",RIO VERMELHO,Metropolitana de Belo Horizonte,Governador Valadares,Governador Valadares,Metropolitana de Belo Horizonte,Conceição do Mato Dentro
CAMPO DO MEIO,48.0,CAMPO DO MEIO,7766,186.384,6.73,6.6,2.0,5.5,B,"Dentistas: 48 → score 6.73 | Votos PL/Nikolas: 7,766 → score 6.6 | ROI: município pequeno → score 2.0",CAMPO DO MEIO,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Varginha
ITABIRINHA,59.0,ITABIRINHA,6266,184.847,7.15,5.85,10.0,7.41,B,"Dentistas: 59 → score 7.15 | Votos PL/Nikolas: 6,266 → score 5.85 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ITABIRINHA,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Mantena
SABINÓPOLIS,44.0,SABINÓPOLIS,8322,183.084,6.48,6.84,2.0,5.49,B,"Dentistas: 44 → score 6.48 | Votos PL/Nikolas: 8,322 → score 6.84 | ROI: município pequeno → score 2.0",SABINÓPOLIS,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Guanhães
MIRAÍ,45.0,MIRAÍ,8081,181.8225,6.54,6.78,2.0,5.49,B,"Dentistas: 45 → score 6.54 | Votos PL/Nikolas: 8,081 → score 6.78 | ROI: município pequeno → score 2.0",MIRAÍ,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
MIRABELA,42.0,MIRABELA,8508,178.66799999999998,6.31,6.91,2.0,5.44,B,"Dentistas: 42 → score 6.31 | Votos PL/Nikolas: 8,508 → score 6.91 | ROI: município pequeno → score 2.0",MIRABELA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
SANTA JULIANA,42.0,SANTA JULIANA,8458,177.618,6.31,6.89,2.0,5.44,B,"Dentistas: 42 → score 6.31 | Votos PL/Nikolas: 8,458 → score 6.89 | ROI: município pequeno → score 2.0",SANTA JULIANA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Araxá
ÁGUAS VERMELHAS,51.0,ÁGUAS VERMELHAS,6920,176.46,6.83,6.23,10.0,7.41,B,"Dentistas: 51 → score 6.83 | Votos PL/Nikolas: 6,920 → score 6.23 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",ÁGUAS VERMELHAS,Norte de Minas,Teófilo Otoni,Teófilo Otoni,Norte de Minas,Salinas
CANÁPOLIS,53.0,CANÁPOLIS,6643,176.0395,6.89,6.07,10.0,7.38,B,"Dentistas: 53 → score 6.89 | Votos PL/Nikolas: 6,643 → score 6.07 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",CANÁPOLIS,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Uberlândia
BOM JESUS DO GALHO,37.0,BOM JESUS DO GALHO,9489,175.5465,5.94,7.21,2.0,5.4,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 9,489 → score 7.21 | ROI: município pequeno → score 2.0",BOM JESUS DO GALHO,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Caratinga
ITATIAIUÇU,42.0,ITATIAIUÇU,8334,175.01399999999998,6.31,6.86,2.0,5.42,B,"Dentistas: 42 → score 6.31 | Votos PL/Nikolas: 8,334 → score 6.86 | ROI: município pequeno → score 2.0",ITATIAIUÇU,Metropolitana de Belo Horizonte,Divinópolis,Divinópolis,Metropolitana de Belo Horizonte,Itaguara
CAMBUQUIRA,44.0,CAMBUQUIRA,7811,171.84199999999998,6.48,6.63,2.0,5.41,B,"Dentistas: 44 → score 6.48 | Votos PL/Nikolas: 7,811 → score 6.63 | ROI: município pequeno → score 2.0",CAMBUQUIRA,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,São Lourenço
IAPU,55.0,IAPU,6206,170.66500000000002,6.95,5.83,10.0,7.32,B,"Dentistas: 55 → score 6.95 | Votos PL/Nikolas: 6,206 → score 5.83 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",IAPU,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Caratinga
MONSENHOR PAULO,62.0,MONSENHOR PAULO,5452,169.012,7.27,5.19,10.0,7.22,B,"Dentistas: 62 → score 7.27 | Votos PL/Nikolas: 5,452 → score 5.19 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",MONSENHOR PAULO,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Varginha
VIRGEM DA LAPA,49.0,VIRGEM DA LAPA,6871,168.33950000000002,6.76,6.2,2.0,5.37,B,"Dentistas: 49 → score 6.76 | Votos PL/Nikolas: 6,871 → score 6.2 | ROI: município pequeno → score 2.0",VIRGEM DA LAPA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Araçuaí
ANDRELÂNDIA,45.0,ANDRELÂNDIA,7376,165.96,6.54,6.42,2.0,5.36,B,"Dentistas: 45 → score 6.54 | Votos PL/Nikolas: 7,376 → score 6.42 | ROI: município pequeno → score 2.0",ANDRELÂNDIA,Sul/Sudoeste de Minas,Juíz de Fora,Lavras,Sul/Sudoeste de Minas,Andrelândia
CONGONHAL,43.0,CONGONHAL,7641,164.2815,6.4,6.51,2.0,5.34,B,"Dentistas: 43 → score 6.4 | Votos PL/Nikolas: 7,641 → score 6.51 | ROI: município pequeno → score 2.0",CONGONHAL,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Pouso Alegre
GRÃO MOGOL,39.0,GRÃO MOGOL,8332,162.47400000000002,6.11,6.85,2.0,5.34,B,"Dentistas: 39 → score 6.11 | Votos PL/Nikolas: 8,332 → score 6.85 | ROI: município pequeno → score 2.0",GRÃO MOGOL,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Grão Mogol
MAR DE ESPANHA,39.0,MAR DE ESPANHA,8291,161.6745,6.11,6.82,2.0,5.33,B,"Dentistas: 39 → score 6.11 | Votos PL/Nikolas: 8,291 → score 6.82 | ROI: município pequeno → score 2.0",MAR DE ESPANHA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Juiz de Fora
MIRADOURO,49.0,MIRADOURO,6575,161.0875,6.76,6.04,2.0,5.32,B,"Dentistas: 49 → score 6.76 | Votos PL/Nikolas: 6,575 → score 6.04 | ROI: município pequeno → score 2.0",MIRADOURO,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
SÃO GONÇALO DO PARÁ,46.0,SÃO GONÇALO DO PARÁ,6996,160.90800000000002,6.61,6.24,2.0,5.33,B,"Dentistas: 46 → score 6.61 | Votos PL/Nikolas: 6,996 → score 6.24 | ROI: município pequeno → score 2.0",SÃO GONÇALO DO PARÁ,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Divinópolis
MÁRIO CAMPOS,32.0,MÁRIO CAMPOS,9983,159.728,5.4,7.36,2.0,5.24,B,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 9,983 → score 7.36 | ROI: município pequeno → score 2.0",MÁRIO CAMPOS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Belo Horizonte
PIRAPETINGA,40.0,PIRAPETINGA,7984,159.68,6.2,6.76,2.0,5.35,B,"Dentistas: 40 → score 6.2 | Votos PL/Nikolas: 7,984 → score 6.76 | ROI: município pequeno → score 2.0",PIRAPETINGA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Cataguases
SÃO GONÇALO DO RIO ABAIXO,35.0,SÃO GONÇALO DO RIO ABAIXO,9103,159.3025,5.75,7.1,2.0,5.28,B,"Dentistas: 35 → score 5.75 | Votos PL/Nikolas: 9,103 → score 7.1 | ROI: município pequeno → score 2.0",SÃO GONÇALO DO RIO ABAIXO,Metropolitana de Belo Horizonte,Ipatinga,Ipatinga,Metropolitana de Belo Horizonte,Itabira
CAMPOS ALTOS,42.0,CAMPOS ALTOS,7349,154.329,6.31,6.39,2.0,5.26,B,"Dentistas: 42 → score 6.31 | Votos PL/Nikolas: 7,349 → score 6.39 | ROI: município pequeno → score 2.0",CAMPOS ALTOS,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Araxá
BELO VALE,46.0,BELO VALE,6534,150.28199999999998,6.61,5.99,2.0,5.24,B,"Dentistas: 46 → score 6.61 | Votos PL/Nikolas: 6,534 → score 5.99 | ROI: município pequeno → score 2.0",BELO VALE,Metropolitana de Belo Horizonte,Barbacena,Juiz de Fora,Metropolitana de Belo Horizonte,Itaguara
ATALÉIA,39.0,ATALÉIA,7677,149.70149999999998,6.11,6.52,2.0,5.23,B,"Dentistas: 39 → score 6.11 | Votos PL/Nikolas: 7,677 → score 6.52 | ROI: município pequeno → score 2.0",ATALÉIA,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Teófilo Otoni
SÃO TIAGO,40.0,SÃO TIAGO,7430,148.6,6.2,6.44,2.0,5.23,B,"Dentistas: 40 → score 6.2 | Votos PL/Nikolas: 7,430 → score 6.44 | ROI: município pequeno → score 2.0",SÃO TIAGO,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,São João Del Rei
CARAÍ,30.0,CARAÍ,9798,146.97,5.2,7.32,2.0,5.14,B,"Dentistas: 30 → score 5.2 | Votos PL/Nikolas: 9,798 → score 7.32 | ROI: município pequeno → score 2.0",CARAÍ,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Araçuaí
FRONTEIRA,37.0,FRONTEIRA,7910,146.335,5.94,6.72,2.0,5.23,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 7,910 → score 6.72 | ROI: município pequeno → score 2.0",FRONTEIRA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Frutal
ÁGUA BOA,37.0,ÁGUA BOA,7754,143.44899999999998,5.94,6.58,2.0,5.18,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 7,754 → score 6.58 | ROI: município pequeno → score 2.0",ÁGUA BOA,Vale do Rio Doce,Teófilo Otoni,Teófilo Otoni,Vale do Rio Doce,Peçanha
SENHORA DOS REMÉDIOS,42.0,SENHORA DOS REMÉDIOS,6754,141.834,6.31,6.11,2.0,5.16,B,"Dentistas: 42 → score 6.31 | Votos PL/Nikolas: 6,754 → score 6.11 | ROI: município pequeno → score 2.0",SENHORA DOS REMÉDIOS,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,Barbacena
FELIXLÂNDIA,32.0,FELIXLÂNDIA,8681,138.896,5.4,6.98,2.0,5.1,B,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 8,681 → score 6.98 | ROI: município pequeno → score 2.0",FELIXLÂNDIA,Central Mineira,Belo Horizonte,BH — Sede,Central Mineira,Curvelo
VIRGINÓPOLIS,46.0,VIRGINÓPOLIS,6038,138.874,6.61,5.71,2.0,5.14,B,"Dentistas: 46 → score 6.61 | Votos PL/Nikolas: 6,038 → score 5.71 | ROI: município pequeno → score 2.0",VIRGINÓPOLIS,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Guanhães
CONCEIÇÃO DOS OUROS,37.0,CONCEIÇÃO DOS OUROS,7330,135.605,5.94,6.38,2.0,5.11,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 7,330 → score 6.38 | ROI: município pequeno → score 2.0",CONCEIÇÃO DOS OUROS,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Santa Rita do Sapucaí
JOAÍMA,37.0,JOAÍMA,7311,135.2535,5.94,6.37,2.0,5.11,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 7,311 → score 6.37 | ROI: município pequeno → score 2.0",JOAÍMA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Almenara
JORDÂNIA,50.0,JORDÂNIA,5396,134.9,6.79,5.13,10.0,7.01,B,"Dentistas: 50 → score 6.79 | Votos PL/Nikolas: 5,396 → score 5.13 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",JORDÂNIA,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Almenara
CARMO DA CACHOEIRA,37.0,CARMO DA CACHOEIRA,7266,134.421,5.94,6.34,2.0,5.1,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 7,266 → score 6.34 | ROI: município pequeno → score 2.0",CARMO DA CACHOEIRA,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Varginha
CAETANÓPOLIS,38.0,CAETANÓPOLIS,7023,133.43699999999998,6.04,6.26,2.0,5.11,B,"Dentistas: 38 → score 6.04 | Votos PL/Nikolas: 7,023 → score 6.26 | ROI: município pequeno → score 2.0",CAETANÓPOLIS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
SERRA DO SALITRE,38.0,SERRA DO SALITRE,6998,132.96200000000002,6.04,6.25,2.0,5.1,B,"Dentistas: 38 → score 6.04 | Votos PL/Nikolas: 6,998 → score 6.25 | ROI: município pequeno → score 2.0",SERRA DO SALITRE,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,Patrocínio
MERCÊS,39.0,MERCÊS,6802,132.63899999999998,6.11,6.17,2.0,5.1,B,"Dentistas: 39 → score 6.11 | Votos PL/Nikolas: 6,802 → score 6.17 | ROI: município pequeno → score 2.0",MERCÊS,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
FERVEDOURO,40.0,FERVEDOURO,6608,132.16,6.2,6.05,2.0,5.1,B,"Dentistas: 40 → score 6.2 | Votos PL/Nikolas: 6,608 → score 6.05 | ROI: município pequeno → score 2.0",FERVEDOURO,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Muriaé
ITAMOGI,37.0,ITAMOGI,7118,131.683,5.94,6.32,2.0,5.09,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 7,118 → score 6.32 | ROI: município pequeno → score 2.0",ITAMOGI,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,São Sebastião do Paraíso
RESENDE COSTA,34.0,RESENDE COSTA,7724,131.308,5.62,6.56,2.0,5.04,B,"Dentistas: 34 → score 5.62 | Votos PL/Nikolas: 7,724 → score 6.56 | ROI: município pequeno → score 2.0",RESENDE COSTA,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,São João Del Rei
SÃO JOÃO DAS MISSÕES,37.0,SÃO JOÃO DAS MISSÕES,7094,131.239,5.94,6.31,2.0,5.08,B,"Dentistas: 37 → score 5.94 | Votos PL/Nikolas: 7,094 → score 6.31 | ROI: município pequeno → score 2.0",SÃO JOÃO DAS MISSÕES,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Januária
SERRANIA,53.0,SERRANIA,4908,130.062,6.89,4.63,10.0,6.88,B,"Dentistas: 53 → score 6.89 | Votos PL/Nikolas: 4,908 → score 4.63 | ROI: tamanho ideal (melhor custo-benefício) → score 10.0",SERRANIA,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Alfenas
IPUIÚNA,41.0,IPUIÚNA,6306,129.273,6.26,5.87,2.0,5.06,B,"Dentistas: 41 → score 6.26 | Votos PL/Nikolas: 6,306 → score 5.87 | ROI: município pequeno → score 2.0",IPUIÚNA,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Pouso Alegre
PONTO DOS VOLANTES,40.0,PONTO DOS VOLANTES,6438,128.76,6.2,5.93,2.0,5.06,B,"Dentistas: 40 → score 6.2 | Votos PL/Nikolas: 6,438 → score 5.93 | ROI: município pequeno → score 2.0",PONTO DOS VOLANTES,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Araçuaí
